[12/02/2010 15:03:22] /jail 100 Naxes
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:24] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:25] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:26] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:27] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:28] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:29] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:30] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:31] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:32] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:33] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:35] /r
[12/02/2010 15:20:37] /c naxes
[12/02/2010 15:20:37] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:38] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /kick Comedinha
[12/02/2010 15:20:39] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:40] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:41] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:42] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:43] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:44] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:45] /r
[12/02/2010 15:20:46] /r
[12/02/2010 15:20:46] /r
[12/02/2010 15:20:46] /r
[12/02/2010 15:20:46] /r
[12/02/2010 15:20:46] /r
[12/02/2010 15:20:46] /r
[12/02/2010 15:20:50] /kick Comedinha
